,id,full_name
1038,143,Terry Dehere
1039,76548,Red Dehnert
1040,1626214,Bryce Dejean-Jones
1041,1626155,Sam Dekker
1042,219,Vinny Del Negro
1043,1627098,Malcolm Delaney
1044,183,Bison Dele
1045,2568,Carlos Delfino
1046,1629116,Angel Delgado
1047,960,Tony Delk
1048,203521,Matthew Dellavedova
1049,76552,Fennis Dembo
1050,76553,Larry Demic
1051,725,Dell Demps
1052,76555,George Dempsey
1053,2736,Luol Deng
1054,76556,Kenny Dennard
1055,76557,Blaine Denning
1056,1641926,Dexter Dennis
1057,202458,Justin Dentmon
1058,76558,Randy Denton
1059,76559,Rod Derline
1060,1629094,Marcus Derrickson
1061,76560,Dave Deutsch
1062,76561,Walter Devlin
1063,76568,Ernie DiGregorio
1064,1628978,Donte DiVincenzo
1065,1631217,Moussa Diabate
1066,1629603,Mamadi Diakite
1067,1760,Derrick Dial
1068,1627767,Cheick Diallo
1069,1628977,Hamidou Diallo
1070,2564,Boris Diaw
1071,200821,Yakhouba Diawara
1072,200799,Guillermo Diaz
1073,1641711,Gradey Dick
1074,2424,Dan Dickau
1075,2079,Kaniel Dickens
1076,76563,Henry Dickerson
1077,1722,Michael Dickerson
1078,76564,Derrek Dickey
1079,76565,Dick Dickey
1080,101143,Travis Diener
1081,203476,Gorgui Dieng
1082,1631172,Ousmane Dieng
1083,76566,Connie Dierking
1084,76567,Coby Dietrick
1085,76569,Mickey Dillard
1086,76570,Bob Dille
1087,76571,John Dillon
1088,76574,Byron Dinkins
1089,76575,Jackie Dinkins
1090,76576,Bill Dinwiddie
1091,203915,Spencer Dinwiddie
1092,101113,Ike Diogu
1093,2205,DeSagana Diop
1094,76577,Terry Dischinger
1095,76578,Fred Diute
1096,124,Vlade Divac
1097,2413,Juan Dixon
1098,1059,Aleksandar Djordjevic
1099,76580,Earl Dodd
1100,1720,Michael Doleac
1101,76581,Joe Dolhon
1102,76582,Bob Doll
1103,76583,James Donaldson
1104,1629029,Luka Doncic
1105,76584,Bob Donham
1106,76586,Billy Donovan
1107,76585,Harry Donovan
1108,2039,Keyon Dooling
1109,76587,Jacky Dorsey
1110,201595,Joey Dorsey
1111,1628416,Tyler Dorsey
1112,1629652,Luguentz Dort
1113,1630245,Ayo Dosunmu
1114,1628422,Damyean Dotson
1115,1629653,Devon Dotson
1116,200763,Quincy Douby
1117,76588,Bruce Douglas
1118,76589,John Douglas
1119,76590,Leon Douglas
1120,428,Sherman Douglas
1121,201962,Toney Douglas
1122,201604,Chris Douglas-Roberts
1123,1629635,Sekou Doumbouya
1124,76592,Lloyd Dove
1125,202220,Zabian Dowdell
1126,76593,Bill Downey
1127,76594,Steve Downing
1128,1630288,Jeff Dowtin Jr.
1129,76595,Danny Doyle
1130,1628495,Milton Doyle
1131,1628408,PJ Dozier
1132,76596,Terry Dozier
1133,201609,Goran Dragic
1134,204054,Zoran Dragic
1135,1068,Greg Dreiling
1136,1724,Bryce Drew
1137,76598,John Drew
1138,76599,Larry Drew
1139,203580,Larry Drew II
1140,17,Clyde Drexler
1141,1041,Nate Driggers
1142,76603,Terry Driscoll
1143,1542,Predrag Drobnjak
1144,76604,Ralph Drollinger
1145,203083,Andre Drummond
1146,76623,Dennis DuVal
1147,1630537,Chris Duarte
1148,76605,Dick Duckett
1149,404,Kevin Duckworth
1150,76607,Charles Dudley
1151,201,Chris Dudley
1152,201162,Jared Dudley
1153,76608,Terry Duerod
1154,76609,Bob Duffy
1155,76610,Bob Duffy
1156,2768,Chris Duhon
1157,1626251,Duje Dukan
1158,1630561,David Duke Jr.
1159,76611,Walter Dukes
1160,247,Joe Dumars
1161,30,Richard Dumas
1162,434,Tony Dumas
1163,76615,Andy Duncan
1164,1495,Tim Duncan
1165,2399,Mike Dunleavy
1166,76616,Mike Dunleavy
1167,1627739,Kris Dunn
1168,76617,Pat Dunn
1169,76618,T.R. Dunn
1170,2648,Ronald Dupree
1171,201142,Kevin Durant
1172,1631105,Jalen Duren
1173,76619,John Duren
1174,1090,Pat Durham
1175,76621,Devin Durrant
1176,76622,Ken Durrett
1177,1628979,Trevon Duval
1178,76624,Jack Dwan
1179,76625,Craig Dykema
1180,76626,Gene Dyker
1181,202406,Jerome Dyson
1182,289,Ledell Eackles
1183,76628,Jim Eakins
1184,768,Acie Earl
1185,76630,Ed Earle
1186,203921,Cleanthony Early
1187,1631106,Tari Eason
1188,76631,Mark Eaton
1189,76632,Jerry Eaves
1190,202365,Devin Ebanks
1191,76633,Bill Ebben
1192,76634,Al Eberhard
1193,2569,Ndudi Ebi
1194,1630693,Jaime Echenique
1195,204067,Jarell Eddie
1196,76635,Patrick Eddie
1197,76636,Thomas Eddleman
1198,76637,Kent Edelin
1199,76638,Keith Edmonson
1200,721,Tyus Edney
1201,1630162,Anthony Edwards
1202,76646,Bill Edwards
1203,898,Blue Edwards
1204,1629035,Carsen Edwards
1205,2451,Corsley Edwards
1206,346,Doug Edwards
1207,76641,Franklin Edwards
1208,229,James Edwards
1209,76643,Jay Edwards
1210,2823,John Edwards
1211,1630556,Kessler Edwards
1212,236,Kevin Edwards
1213,1630306,Rob Edwards
1214,202197,Shane Edwards
1215,1629053,Vincent Edwards
1216,76647,Johnny Egan
1217,76648,Lonnie Eggleston
1218,76649,Eddie Ehlers
1219,378,Craig Ehlo
1220,76651,Dick Eichhorst
1221,458,Howard Eisley
1222,1918,Obinna Ekezie
1223,2064,Khalid El-Amin
1224,76653,Don Eliason
1225,53,Mario Elie
1226,1629604,CJ Elleby
1227,76655,Ray Ellefson
1228,1627740,Henry Ellenson
1229,201961,Wayne Ellington
1230,76656,Bob Elliott
1231,251,Sean Elliott
1232,76658,Alexander Ellis
1233,76664,Bo Ellis
1234,107,Dale Ellis
1235,1677,Harold Ellis
1236,76661,Joe Ellis
1237,1631165,Keon Ellis
1238,111,LaPhonso Ellis
1239,1034,LeRon Ellis
1240,76663,Leroy Ellis
1241,101145,Monta Ellis
1242,442,Pervis Ellison
1243,600010,Len Elmore
1244,1922,Francisco Elson
1245,76667,Darrell Elston
1246,2408,Melvin Ely
1247,203954,Joel Embiid
1248,76668,Wayne Embry
1249,2765,Andre Emmett
1250,76669,Ned Endress
1251,76670,Chris Engler
1252,76671,Wayne Englestad
1253,76672,A.J. English
1254,76673,Alex English
1255,76674,Claude English
1256,76676,Jojo English
1257,203119,Kim English
1258,76675,Scott English
1259,76677,Gene Englund
1260,203898,Tyler Ennis
1261,203516,James Ennis III
1262,76678,Ray Epps
1263,201623,Semih Erden
1264,76679,Bo Erias
1265,76680,Keith Erickson
1266,76681,Julius Erving
1267,1915,Evan Eschmeyer
1268,76682,Jack Eskridge
1269,76683,Vincenzo Esposito
1270,1629234,Drew Eubanks
1271,76687,Bob Evans
1272,967,Brian Evans
1273,76685,Earl Evans
1274,1628980,Jacob Evans
1275,1628393,Jawun Evans
1276,202379,Jeremy Evans
1277,2230,Maurice Evans
1278,76686,Mike Evans
1279,2501,Reggie Evans
1280,201936,Tyreke Evans
1281,101137,Daniel Ewing
1282,121,Patrick Ewing
1283,201607,Patrick Ewing
1284,203957,Dante Exum
1285,201963,Christian Eyenga
1286,203105,Festus Ezeli
1287,76689,Johnny Ezersky
1288,76690,Joe Fabel
1289,76691,John Fairchild
1290,1629605,Tacko Fall
1291,76692,Phil Farbman
1292,202702,Kenneth Faried
1293,76693,Dick Farley
1294,200770,Jordan Farmar
1295,2824,Desmon Farmer
1296,76695,Jim Farmer
1297,76694,Mike Farmer
1298,1108,Tony Farmer
1299,76696,Bob Faught
1300,203543,Vitor Faverani
1301,202324,Derrick Favors
1302,201174,Nick Fazekas
1303,76697,Dave Fedor
1304,76698,Bob Feerick
1305,76699,Butch Feher
1306,994,Jamie Feick
1307,76701,Ron Feiereisel
1308,76702,George Feigenbaum
1309,76703,Dave Feitl
1310,1627770,Kay Felder
1311,1626245,Cristiano Felicio
1312,203467,Carrick Felix
1313,101230,Noel Felix
1314,76704,Ray Felix
1315,101109,Raymond Felton
1316,76705,Jake Fendley
1317,76706,Bill Fenley
1318,2724,Desmond Ferguson
1319,1628390,Terrance Ferguson
1320,201164,Rudy Fernandez
1321,1628981,Bruno Fernando
1322,76707,Eric Fernsten
1323,76708,Al Ferrari
1324,76709,Rolando Ferreira
1325,273,Duane Ferrell
1326,1627812,Yogi Ferrell
1327,76711,Arnie Ferrin
1328,76712,Bob Ferry
1329,198,Danny Ferry
1330,201178,Kyrylo Fesenko
1331,76713,Kenny Fields
1332,202361,Landry Fields
1333,76714,Ron Filipek
1334,76715,Greg Fillmore
1335,76716,Hank Finkel
1336,714,Michael Finley
1337,76717,Danny Finn
1338,1627827,Dorian Finney-Smith
1339,900,Matt Fish
1340,965,Derek Fisher
1341,2809,Gerald Fitch
1342,1630238,Malik Fitts
1343,76720,Bob Fitzgerald
1344,76719,Dick Fitzgerald
1345,2033,Marcus Fizer
1346,76721,Jerry Fleishman
1347,76722,Al Fleming
1348,76723,Ed Fleming
1349,313,Vern Fleming
1350,2784,Luis Flores
1351,76725,Bruce Flowers
1352,76726,Sleepy Floyd
1353,201938,Jonny Flynn
1354,1630201,Malachi Flynn
1355,76727,Mike Flynn
1356,76728,Larry Fogle
1357,76729,Jack Foley
1358,1829,Ike Fontaine
1359,76731,Levi Fontaine
1360,1631323,Simone Fontecchio
1361,202880,Jeff Foote
1362,1627854,Bryn Forbes
1363,201814,Gary Forbes
1364,1630758,Aleem Ford
1365,76732,Alphonso Ford
1366,2228,Alton Ford
1367,76733,Chris Ford
1368,76734,Don Ford
1369,76735,Jake Ford
1370,1630259,Jordan Ford
1371,76736,Phil Ford
1372,101213,Sharrod Ford
1373,726,Sherell Ford
1374,2551,T.J. Ford
1375,76738,Donnie Forman
1376,76739,Bayard Forrest
1377,1630235,Trent Forrest
1378,2218,Joseph Forte
1379,202622,Courtney Fortson
1380,1504,Danny Fortson
1381,76740,Fred Foster
1382,323,Greg Foster
1383,1902,Jeff Foster
1384,76742,Rod Foster
1385,1630701,Michael Foster Jr.
1386,2238,Antonis Fotsis
1387,203095,Evan Fournier
1388,76744,Larry Foust
1389,76745,Jerry Fowler
1390,1762,Tremaine Fowlkes
1391,1628368,De'Aaron Fox
1392,76746,Harold Fox
1393,76747,Jim Fox
1394,296,Rick Fox
1395,200751,Randy Foye
1396,1502,Adonal Foyle
1397,2499,Richie Frahm
1398,1883,Steve Francis
1399,76748,Tellis Frank
1400,76749,Nat Frankel
1401,203479,Jamaal Franklin
1402,1629606,Robert Franks
1403,204025,Tim Frazier
1404,76750,Walt Frazier
1405,76751,Will Frazier
1406,1626187,Michael Frazier II
1407,1628982,Melvin Frazier Jr.
1408,76752,Anthony Frederick
1409,202690,Jimmer Fredette
1410,76753,World Free
1411,202683,Enes Freedom
1412,200777,Joel Freeland
1413,76754,Donnie Freeman
1414,76755,Gary Freeman
1415,76756,Rod Freeman
1416,1631241,Javon Freeman-Liberty
1417,2782,Matt Freije
1418,76757,Frido Frey
1419,76758,Larry Friend
1420,76759,Pat Frink
1421,76760,Jim Fritsche
1422,101112,Channing Frye
1423,76761,Bernie Fryer
1424,76762,Frank Fucarino
1425,1641788,Alex Fudge
1426,76763,Herm Fuetsch
1427,76764,Joe Fulks
1428,2673,Hiram Fuller
1429,957,Todd Fuller
1430,76765,Tony Fuller
1431,1628365,Markelle Fultz
1432,1444,Lawrence Funderburke
1433,76767,Terry Furlow
1434,76768,Billy Gabor
1435,1629117,Wenyen Gabriel
1436,2429,Dan Gadzuric
1437,202070,Tony Gaffney
1438,1629655,Daniel Gafford
1439,101184,Deng Gai
1440,76769,Elmer R. Gainer
1441,76770,Corey Gaines
1442,2558,Reece Gaines
1443,202178,Sundiata Gaines
1444,76771,Mike Gale
1445,76772,Chad Gallagher
1446,76773,Harry Gallatin
1447,201568,Danilo Gallinari
1448,204038,Langston Galloway
1449,76774,Dave Gambee
1450,333,Kevin Gamble
1451,76776,Bob Gantt
1452,200816,Jorge Garbajosa
1453,2092,Ruben Garces
1454,2682,Alex Garcia
1455,101128,Francisco Garcia
1456,76778,Earl Gardner
1457,201242,Thomas Gardner
1458,76779,Vern Gardner
1459,76780,Jack Garfinkel
1460,1627868,Patricio Garino
1461,1629636,Darius Garland
1462,76781,Gary Garland
1463,76782,Winston Garland
1464,76783,Dick Garmaker
1465,1612,Chris Garner
1466,76785,Bill Garnett
1467,708,Kevin Garnett
1468,1831,Marlon Garnett
1469,1628656,Billy Garrett
1470,76786,Calvin Garrett
1471,1051,Dean Garrett
1472,203197,Diante Garrett
1473,76788,Eldo Garrett
1474,1630585,Marcus Garrett
1475,76789,Rowland Garrett
1476,76790,Tom Garrick
1477,76791,John Garris
1478,1619,Kiwane Garris
1479,1727,Pat Garrity
1480,1630586,Usman Garuba
1481,76793,Jim Garvin
1482,1630568,Luka Garza
1483,201188,Marc Gasol
1484,2200,Pau Gasol
1485,76794,Frank Gates
1486,1629232,Kaiser Gates
1487,423,Chris Gatling
1488,930,Kenny Gattison
1489,200752,Rudy Gay
1490,76797,Ed Gayda
1491,1845,Andrew Gaze
1492,1627771,Michael Gbinije
1493,1002,Reggie Geary
1494,202087,Alonzo Gee
1495,761,Matt Geiger
1496,101153,Mickael Gelabale
1497,1904,Devean George
1498,76800,Jack George
1499,1641718,Keyonte George
1500,202331,Paul George
1501,76801,Tate George
1502,1627875,Marcus Georges-Hunt
1503,76802,Gus Gerard
1504,76803,Derrick Gervin
1505,76804,George Gervin
1506,76805,Gorham Getchell
1507,76806,John Gianelli
1508,76807,Dick Gibbs
1509,200789,Daniel Gibson
1510,76808,Dee Gibson
1511,1626780,Jonathan Gibson
1512,76809,Mel Gibson
1513,76810,Mike Gibson
1514,201959,Taj Gibson
1515,76811,Ward Gibson
1516,201592,J.R. Giddens
1517,1630581,Josh Giddey
1518,201821,Trey Gilder
1519,1628385,Harry Giles III
1520,1628983,Shai Gilgeous-Alexander
1521,1630264,Anthony Gill
1522,2109,Eddie Gill
1523,383,Kendall Gill
1524,76812,Ben Gillery
1525,1631221,Collin Gillespie
1526,1630273,Freddie Gillespie
1527,76813,Gene Gillette
1528,288,Armen Gilliam
1529,76815,Herm Gilliam
1530,600014,Artis Gilmore
1531,76817,Walt Gilmore
1532,76818,Chuck Gilmur
1533,1631367,Jacob Gilyard
1534,1938,Manu Ginobili
1535,1921,Gordan Giricek
1536,76819,Jack Givens
1537,202148,Mickell Gladness
1538,76820,George Glamack
1539,76821,Gerald Glass
1540,76822,Mike Glenn
1541,76823,Norman Glick
1542,76824,Georgi Glouchkov
1543,76825,Clarence Glover
1544,1901,Dion Glover
1545,2601,Andreas Glyniadakis
1546,76826,Mike Gminski
1547,203497,Rudy Gobert
1548,76827,Dan Godfread
1549,76828,Tom Gola
1550,76829,Ben Goldfaden
1551,924,Anthony Goldwire
1552,101155,Ryan Gomes
1553,76830,Glen Gondrezick
1554,76831,Grant Gondrezick
1555,2400,Drew Gooden
1556,76832,Gail Goodrich
1557,1864,Steve Goodrich
1558,203462,Archie Goodwin
1559,1629164,Brandon Goodwin
1560,1630692,Jordan Goodwin
1561,76833,Wilfred Goodwin
1562,203932,Aaron Gordon
1563,2732,Ben Gordon
1564,204079,Drew Gordon
1565,201569,Eric Gordon
1566,76834,Lancaster Gordon
1567,76835,Paul Gordon
1568,101162,Marcin Gortat
1569,76836,Leo Gottlieb
1570,202726,Andrew Goudelock
1571,76837,Bato Govedarica
1572,76838,Joe Graboski
1573,76839,Ricky Grace
1574,1628984,Devonte' Graham
1575,37,Greg Graham
1576,101121,Joey Graham
1577,76843,Mal Graham
1578,76841,Orlando Graham
1579,76842,Paul Graham
1580,101211,Stephen Graham
1581,1626203,Treveon Graham
1582,76844,Jim Grandholm
1583,97,Ronnie Grandison
1584,101122,Danny Granger
1585,76847,Stewart Granger
1586,258,Brian Grant
1587,76850,Bud Grant
1588,202,Gary Grant
1589,285,Greg Grant
1590,265,Harvey Grant
1591,270,Horace Grant
1592,203924,Jerami Grant
1593,1626170,Jerian Grant
1594,76852,Josh Grant
1595,1514,Paul Grant
1596,76853,Travis Grant
1597,1629055,Donte Grantham
1598,76854,Don Grate
1599,76855,Butch Graves
1600,1629755,Hassani Gravett
1601,201189,Aaron Gray
1602,1070,Devin Gray
1603,1516,Ed Gray
1604,1026,Evric Gray
1605,76859,Gary Gray
1606,1627982,Josh Gray
1607,76860,Leonard Gray
1608,1630564,RaiQuan Gray
1609,76861,Stuart Gray
1610,76862,Sylvester Gray
1611,76863,Wyndol Gray
1612,81,Jeff Grayer
1613,76865,Bob Greacen
1614,920,A.C. Green
1615,1631260,AJ Green
1616,201980,Danny Green
1617,101209,Devin Green
1618,203110,Draymond Green
1619,203475,Erick Green
1620,101123,Gerald Green
1621,203210,JaMychal Green
1622,1630224,Jalen Green
1623,1629750,Javonte Green
1624,201145,Jeff Green
1625,76867,Johnny Green
1626,1630182,Josh Green
1627,76868,Ken Green
1628,76869,Kenny Green
1629,600011,Lamar Green
1630,1036,Litterial Green
1631,76872,Luther Green
1632,76873,Mike Green
1633,76874,Rickey Green
1634,76875,Sean Green
1635,76877,Si Green
1636,76876,Sidney Green
1637,76878,Steve Green
1638,201192,Taurean Green
1639,76879,Tommy Green
1640,2584,Willie Green
1641,201590,Donte Greene
1642,101158,Orien Greene
1643,76880,Jerry Greenspan
1644,76881,David Greenwood
1645,76882,Hal Greer
1646,2696,Lynn Greer
1647,76883,Gary Gregor
1648,76884,Claude Gregory
1649,76885,John Greig
1650,76886,Norm Grekin
1651,76887,Kevin Grevey
1652,1631100,AJ Griffin
1653,1559,Adrian Griffin
1654,201933,Blake Griffin
1655,2204,Eddie Griffin
1656,76888,Greg Griffin
1657,76889,Paul Griffin
1658,201981,Taylor Griffin
1659,76890,Darrell Griffith
1660,76891,Chuck Grigsby
1661,1629656,Quentin Grimes
1662,1575,Derek Grimm
1663,76893,George Grimshaw
1664,76894,Dick Groat
1665,76895,Bob Gross
1666,76896,Jerry Grote
1667,76897,Alex Groza
1668,101219,Anthony Grundy
1669,76899,Ernie Grunfeld
1670,76900,Gene Guarilia
1671,76901,Petur Gudmundsson
1672,1629741,Marko Guduric
1673,76902,Richie Guerin
1674,1631243,Mouhamed Gueye
1675,339,Tom Gugliotta
1676,76903,Andres Guibert
1677,76904,Jay Guidinger
1678,76905,Coulby Gunther
1679,76906,Dave Gunther
1680,76907,Al Guokas
1681,76908,Matt Guokas
1682,76909,Matt Guokas
1683,203268,Jorge Gutierrez
1684,1629657,Kyle Guy
1685,2062,A.J. Guyton
1686,2775,Ha Seung-jin
1687,1629060,Rui Hachimura
1688,76910,Rudy Hackett
1689,201632,Hamed Haddadi
1690,76911,Scott Haffner
1691,76912,Cliff Hagan
1692,76913,Glenn Hagan
1693,1630204,Ashton Hagans
1694,76914,Bob Hahn
1695,76915,Al Hairston
1696,76916,Happy Hairston
1697,76917,Lindsay Hairston
1698,201612,Malik Hairston
1699,203798,PJ Hairston
1700,2409,Marcus Haislip
1701,76918,Chuck Halbert
1702,76919,Harvey Halbrook
1703,76920,Bruce Hale
1704,917,Jack Haley
1705,1630169,Tyrese Haliburton
1706,76922,Shaler Halimon
1707,1628985,Devon Hall
1708,1629743,Donta Hall
1709,1631160,Jordan Hall
1710,1630221,Josh Hall
1711,200837,Mike Hall
1712,1629788,Tyler Hall
1713,76923,Jeff Halliburton
1714,1032,Darvin Ham
1715,984,Steve Hamer
1716,76925,Dale Hamilton
1717,1627772,Daniel Hamilton
1718,76926,Dennis Hamilton
1719,202706,Jordan Hamilton
1720,203120,Justin Hamilton
1721,76927,Ralph Hamilton
1722,1888,Richard Hamilton
1723,76928,Roylee Hamilton
1724,76929,Steve Hamilton
1725,2347,Tang Hamilton
1726,676,Thomas Hamilton
1727,1985,Zendon Hamilton
1728,903,Geert Hammink
1729,67,Tom Hammonds
1730,1627773,AJ Hammons
1731,1630181,R.J. Hampton
1732,241,Darrin Hancock
1733,1052,Ben Handlogten
1734,76935,Cecil Hankins
1735,76936,Phil Hankinson
1736,1628605,Dusty Hannahs
1737,76937,Alex Hannum
1738,76938,Don Hanrahan
1739,76939,Rollen Hans
1740,203162,Ben Hansbrough
1741,201946,Tyler Hansbrough
1742,76942,Bob Hansen
1743,76940,Glenn Hansen
1744,76941,Lars Hansen
1745,2580,Travis Hansen
1746,1682,Reggie Hanson
1747,76944,Bill Hanzlik
1748,202376,Luke Harangody
1749,358,Anfernee Hardaway
1750,896,Tim Hardaway
1751,203501,Tim Hardaway Jr.
1752,201935,James Harden
1753,76945,Reggie Harding
1754,76946,Charlie Hardnett
1755,76947,Alan Hardy
1756,1630702,Jaden Hardy
1757,76948,James Hardy
1758,76949,John Hargis
1759,203090,Maurice Harkless
1760,76950,Jerry Harkness
1761,76951,Skip Harlicka
1762,76952,Jerome Harmon
1763,157,Derek Harper
1764,1629607,Jared Harper
1765,202712,Justin Harper
1766,76954,Mike Harper
1767,166,Ron Harper
1768,1631199,Ron Harper Jr.
1769,1723,Matt Harpring
1770,1626149,Montrezl Harrell
1771,202725,Josh Harrellson
1772,2492,Adam Harrington
1773,1733,Al Harrington
1774,2454,Junior Harrington
1775,970,Othella Harrington
1776,76956,Art Harris
1777,76957,Bernie Harris
1778,76959,Bob Harris
1779,76958,Chris Harris
1780,2734,Devin Harris
1781,203548,Elias Harris
1782,203914,Gary Harris
1783,1630223,Jalen Harris
1784,203925,Joe Harris
1785,1630284,Kevon Harris
1786,446,Lucious Harris
1787,202412,Manny Harris
1788,200839,Mike Harris
1789,76960,Steve Harris
1790,202227,Terrel Harris
1791,202699,Tobias Harris
1792,76961,Tony Harris
1793,1626151,Aaron Harrison
1794,1626150,Andrew Harrison
1795,76962,Bob Harrison
1796,2758,David Harrison
1797,1627885,Shaquille Harrison
1798,2078,Jason Hart
1799,1628404,Josh Hart
1800,1628392,Isaiah Hartenstein
1801,176,Antonio Harvey
1802,2051,Donnell Harvey
1803,202238,Kenny Hasbrouck
1804,321,Scott Haskin
1805,76965,Clem Haskins
1806,2617,Udonis Haslem
1807,2239,Trenton Hassell
1808,76967,Billy Hassett
1809,76966,Joey Hassett
1810,76968,Scott Hastings
1811,2213,Kirk Haston
1812,76969,Vern Hatton
1813,1630573,Sam Hauser
1814,76970,John Havlicek
1815,201150,Spencer Hawes
1816,76971,Steve Hawes
1817,76972,Connie Hawkins
1818,765,Hersey Hawkins
1819,1641722,Jordan Hawkins
1820,1038,Juaquin Hawkins
1821,76974,Marshall Hawkins
1822,1138,Michael Hawkins
1823,76975,Robert Hawkins
1824,76977,Tom Hawkins
1825,76978,Nate Hawthorne
1826,101236,Chuck Hayes
1827,76979,Elvin Hayes
1828,2553,Jarvis Hayes
1829,1629637,Jaxson Hayes
1830,1630165,Killian Hayes
1831,1628502,Nigel Hayes
1832,76980,Steve Hayes
1833,202330,Gordon Hayward
1834,202351,Lazar Hayward
1835,2217,Brendan Haywood
1836,76981,Spencer Haywood
1837,76982,John W. Hazen
1838,76983,Walt Hazzard
1839,101129,Luther Head
1840,1049,Shane Heal
1841,76984,Brian Heaney
1842,76985,Garfield Heard
1843,203687,Reggie Hearn
1844,76986,Herm Hedderick
1845,76987,Alvin Heggs
1846,76988,Tom Heinsohn
1847,76989,Dick Hemric
1848,673,Alan Henderson
1849,1538,Cedric Henderson
1850,76990,Cedric Henderson
1851,76991,Dave Henderson
1852,76993,Gerald Henderson
1853,201945,Gerald Henderson
1854,1764,J.R. Henderson
1855,76992,Jerome Henderson
1856,76994,Kevin Henderson
1857,1630703,Scoot Henderson
1858,76996,Tom Henderson
1859,1641707,Taylor Hendricks
1860,971,Mark Hendrickson
1861,76998,Larry Hennessy
1862,76999,Don Henriksen
1863,1630565,Aaron Henry
1864,77000,Al Henry
1865,77004,Bill Henry
1866,77001,Carl Henry
1867,77002,Conner Henry
1868,1627988,Myke Henry
1869,77003,Skeeter Henry
1870,202333,Xavier Henry
1871,203089,John Henson
1872,1667,Steve Henson
1873,77006,Bill Herman
1874,77007,Clarence Hermsen
1875,1629608,Dewan Hernandez
1876,1627823,Juancho Hernangomez
1877,1626195,Willy Hernangomez
1878,1914,Chris Herren
1879,61,Carl Herrera
1880,200835,Walter Herrmann
1881,1629639,Tyler Herro
1882,77010,Keith Herron
1883,77011,Sidney Hertzberg
1884,1628987,Kevin Hervey
1885,77012,Fred Hetzel
1886,77013,Bill Hewitt
1887,77014,Jack Hewson
1888,77015,Art Heyman
1889,1626209,Mario Hezonja
1890,201579,Roy Hibbert
1891,77016,Matthew Hickey
1892,1628439,Isaiah Hicks
1893,77017,Phil Hicks
1894,201581,JJ Hickson
1895,1627741,Buddy Hield
1896,202809,Cory Higgins
1897,1848,Mike Higgins
1898,77019,Rod Higgins
1899,925,Sean Higgins
1900,77021,Kenny Higgs
1901,77022,Johnny High
1902,1629312,Haywood Highsmith
1903,77023,Wayne Hightower
1904,77024,Armond Hill
1905,77025,Cleo Hill
1906,77026,Gary Hill
1907,201588,George Hill
1908,255,Grant Hill
1909,201195,Herbert Hill
1910,201941,Jordan Hill
1911,1630792,Malcolm Hill
1912,203524,Solomon Hill
1913,201631,Steven Hill
1914,238,Tyrone Hill
1915,77027,Art Hillhouse
1916,1626199,Darrun Hilliard
1917,77028,Darnell Hillman
1918,77029,Fred Hilton
1919,2550,Kirk Hinrich
1920,77030,Roy Hinson
1921,1630207,Nate Hinton
1922,77031,Mel Hirsch
1923,77032,Lew Hitch
1924,200823,Robert Hite
1925,1629658,Jaylen Hoard
1926,202359,Darington Hobson
1927,1641793,D'Moi Hodge
1928,1106,Donald Hodge
1929,101125,Julius Hodge
1930,77034,Craig Hodges
1931,77035,Adolph Hoefer
1932,77036,Paul 'The Bear' Hoffman
1933,77037,Bob Hogsett
1934,77038,Paul Hogue
1935,697,Fred Hoiberg
1936,77039,Doug Holcomb
1937,2450,Randy Holcomb
1938,1628988,Aaron Holiday
1939,201950,Jrue Holiday
1940,203200,Justin Holiday
1941,77040,Brad Holland
1942,77041,Joe Holland
1943,204066,John Holland
1944,77042,Wilbur Holland
1945,77043,Lionel Hollins
1946,200797,Ryan Hollins
1947,77044,Essie Hollis
1948,1626178,Rondae Hollis-Jefferson
1949,1626158,Richaun Holmes
1950,1631096,Chet Holmgren
1951,77045,Jim Holstein
1952,77046,Alvin Holt
1953,77047,Michael Holton
1954,77048,Dick Holub
1955,77049,Joe Holup
1956,77050,Red Holzman
1957,1630258,Caleb Homesley
1958,1532,Jerald Honeycutt
1959,202715,Tyler Honeycutt
1960,1967,Derek Hood
1961,203918,Rodney Hood
1962,1641720,Jalen Hood-Schifino
1963,77051,Tom Hoover
1964,77052,Bob Hopkins
1965,77053,Dave Hoppen
1966,77054,Dennis Hopson
1967,203816,Scotty Hopson
1968,77055,Johnny Horan
1969,77056,Cedrick Hordges
1970,201143,Al Horford
1971,77057,Tito Horford
1972,77058,Ron Horn
1973,204,Jeff Hornacek
1974,202862,Dennis Horner
1975,109,Robert Horry
1976,77060,Ed Horton
1977,1629659,Talen Horton-Tucker
1978,77061,Wilmer Hosket
1979,77062,Bob Houbregs
1980,2067,Eddie House
1981,1627863,Danuel House Jr.
1982,1631216,Caleb Houstan
1983,275,Allan Houston
1984,780,Byron Houston
1985,77064,Tom Hovasse
1986,77065,Brian Howard
1987,2730,Dwight Howard
1988,77066,Greg Howard
1989,1641724,Jett Howard
1990,2572,Josh Howard
1991,436,Juwan Howard
1992,1630210,Markus Howard
1993,77067,Mo Howard
1994,77069,Otis Howard
1995,1128,Stephen Howard
1996,1629739,William Howard
1997,77070,Bailey Howell
1998,77072,Bob Hubbard
1999,77071,Phil Hubbard
2000,1631309,Trevor Hudgins
2001,201991,Lester Hudson
2002,77074,Lou Hudson
2003,1607,Troy Hudson
2004,1626273,Marcelo Huertas
